13715562;126617428;3897692254;
13715562;3897692254;126617430;
13797599;128560448;4573825411;
13797599;4573825411;349907807;
13797599;349907807;4573825412;
13797599;4573825412;4573825413;
13797599;4573825413;4573825414;
13797599;4573825414;128560449;
13797599;128560449;5329555464;
13797599;5329555464;122452427;
13797599;122452427;126617428;
13797599;126617428;4685392624;
13797599;4685392624;4685392623;
13797599;4685392623;137993249;
13797599;137993249;1216789894;
13797599;1216789894;1216789883;
13797599;1216789883;473879871;
13797599;473879871;3897692212;
13797599;3897692212;4749945342;
13797599;4749945342;128560274;
14329124;128560275;1422610110;
14329124;1422610110;4685392618;
14329124;4685392618;5291538826;
14329124;5291538826;474677934;
30417990;4612052759;428217533;
30417990;428217533;4773391850;
30417990;4773391850;138208399;
30417990;138208399;138208401;
30417990;138208401;5284452292;
30417990;5284452292;5284452293;
30417990;5284452293;3153341344;
30417990;3153341344;5284452294;
30417990;5284452294;5284452295;
30417990;5284452295;5284452296;
30417990;5284452296;5284452297;
30417990;5284452297;129953505;
30912941;138208872;474549120;
30912941;474549120;138209120;
30912941;138209120;4703910309;
30912941;4703910309;4703910308;
30912941;4703910308;474549060;
30912960;1216789894;1216789896;
30912960;1216789896;1216789885;
30912960;1216789885;1293997462;
31396393;122452425;3897692256;
31396393;3897692256;126617430;
31396444;1216789883;4749945340;
31396444;4749945340;349907698;
31396444;349907698;129548929;
34653072;1788787124;501252472;
34653072;501252472;280197437;
34653072;280197437;1788787593;
34653072;1788787593;137992808;
34772371;129548930;5291598309;
34772371;5291598309;349907649;
34772371;349907649;5291598310;
34772371;5291598310;129548929;
34772371;129548929;5291598311;
34772371;5291598311;5291598312;
34772371;5291598312;473873465;
34772371;473873465;5291598313;
34772371;5291598313;129548927;
34772371;129548927;1209790928;
34772371;1209790928;25632375;
36836258;428217533;4773391849;
36836258;4773391849;4749945328;
36836258;4749945328;428217535;
36836258;428217535;4749945327;
36836258;4749945327;1216789880;
36836258;1216789880;4749945326;
36836258;4749945326;428217536;
36836258;428217536;4737122504;
36836258;4737122504;4737122503;
36836258;4737122503;4773391847;
36836258;4773391847;428217537;
36836258;428217537;4773391848;
36836258;4773391848;4749945321;
36836258;4749945321;428217538;
36836258;428217538;4749945324;
36836258;4749945324;428217539;
36836258;428217539;4749945325;
36836258;4749945325;1216789889;
36836258;1216789889;4749945322;
36836258;4749945322;428217540;
38336633;137992808;137994720;
38336633;137994720;137992807;
39549792;137993129;4488733056;
39549792;4488733056;473873457;
39549792;473873457;1887601111;
39549792;1887601111;473873458;
39549792;473873458;4488733055;
39549792;4488733055;1887601117;
39549792;1887601117;473873459;
39549792;473873459;4488733054;
39549792;4488733054;1887601140;
39549792;1887601140;473873460;
39549792;473873460;4488733053;
39549792;4488733053;473873461;
39549792;473873461;473873462;
39549792;473873462;473873463;
39549792;473873463;473873464;
39549792;473873464;473873465;
39549900;128560275;473874237;
39549900;473874237;473877733;
39549900;473877733;473874239;
39549900;473874239;473874242;
39549900;473874242;2397460873;
39549900;2397460873;2397460874;
39549954;473877733;473877734;
39549954;473877734;473877735;
39549954;473877735;473877736;
39549954;473877736;473877737;
39549954;473877737;1293997461;
39549954;1293997461;1293997458;
39549954;1293997458;1293997463;
39549954;1293997463;1293997462;
39549961;473874237;473878705;
39549961;473878705;473878708;
39549973;473879871;473879878;
39549973;473879878;473880555;
39549973;473880555;473879884;
39549973;473879884;473882628;
39549973;473882628;473879887;
39549982;473880555;473882633;
39550749;3897692246;4488733057;
39550749;4488733057;137993129;
39586894;474544834;474541524;
39586894;474541524;5284395797;
39586894;5284395797;474541522;
39586894;474541522;5284395796;
39586894;5284395796;4749945333;
39586894;4749945333;5284395795;
39586894;5284395795;474541520;
39586894;474541520;5284395798;
39586894;5284395798;5284395800;
39586894;5284395800;5284395801;
39586894;5284395801;474541515;
39586894;474541515;5284395799;
39586894;5284395799;474541511;
39586894;474541511;5284395802;
39586894;5284395802;5284395803;
39586894;5284395803;474541506;
39586894;474541506;5284395804;
39586894;5284395804;5284395805;
39586894;5284395805;474541505;
39586894;474541505;474541503;
39586894;474541503;474541502;
39586894;474541502;4703910295;
39586894;4703910295;5284395806;
39586894;5284395806;474541501;
39586894;474541501;474541500;
39586894;474541500;4703910292;
39586894;4703910292;5284395807;
39586894;5284395807;4703910291;
39586894;4703910291;474541486;
39586894;474541486;474541483;
39586911;474543238;474541515;
39586944;474544834;3103762794;
39586944;3103762794;474544829;
39586944;474544829;474544824;
39586944;474544824;3396198845;
39586944;3396198845;474544821;
39586944;474544821;474544818;
39586944;474544818;474544816;
39586944;474544816;475073406;
39586944;475073406;3147589758;
39586944;3147589758;475073403;
39586944;475073403;5284452302;
39586944;5284452302;475352608;
39587009;474544834;474546970;
39587009;474546970;5284395794;
39587009;5284395794;5284395793;
39587009;5284395793;474543238;
39587009;474543238;474546975;
39587067;474549060;4703910307;
39587067;4703910307;4703910306;
39587067;4703910306;474549070;
39587067;474549070;474549073;
39587067;474549073;474549075;
39587067;474549075;474549077;
39587067;474549077;4749945332;
39587067;4749945332;474549081;
39587067;474549081;474549084;
39587108;474549084;474551135;
39587108;474551135;4703910298;
39587108;4703910298;4703910299;
39587108;4703910299;5284395792;
39587108;5284395792;474546975;
39587490;474552495;474552497;
39587490;474552497;474552500;
39587490;474552500;474552505;
39587490;474552505;5284395787;
39587490;5284395787;5284395786;
39587490;5284395786;5284395788;
39587490;5284395788;474552506;
39587490;474552506;474552508;
39587490;474552508;3140385690;
39587490;3140385690;3652922413;
39587490;3652922413;5284395789;
39587490;5284395789;5284395790;
39587490;5284395790;474549084;
39588456;474541501;4703910293;
39588456;4703910293;4703910294;
39588456;4703910294;474553709;
39588456;474553709;3140385691;
39590128;474546987;4703910303;
39590128;4703910303;4703910304;
39590128;4703910304;474556624;
39590128;474556624;4703910302;
39590128;4703910302;4703910301;
39590128;4703910301;474551135;
39590262;343646851;3162256074;
39590262;3162256074;474559375;
39597607;474677888;474676251;
39597607;474676251;474676250;
39597607;474676250;474676249;
39597607;474676249;474676248;
39597607;474676248;474676247;
39597607;474676247;474676246;
39597607;474676246;474676245;
39597607;474676245;3147163296;
39597607;3147163296;474676244;
39597607;474676244;474676243;
39597607;474676243;474676242;
39597607;474676242;474676241;
39597607;474676241;474676238;
39597692;474677888;343646841;
39597692;343646841;474677891;
39597692;474677891;474677896;
39597692;474677896;4749945338;
39597692;4749945338;474677899;
39597692;474677899;4749945339;
39597692;4749945339;474677900;
39597692;474677900;474677902;
39597692;474677902;474677907;
39597692;474677907;2397188712;
39597779;474676238;3158294363;
39597779;3158294363;343646851;
39597832;474677888;474681706;
39597832;474681706;3103770912;
39597832;3103770912;474681707;
39597832;474681707;474681709;
39597960;474683172;3149497579;
39597960;3149497579;474683167;
39598055;474681726;474685694;
39598055;474685694;474685697;
39598055;474685697;474685700;
39598055;474685700;474685704;
39598055;474685704;474685708;
39598055;474685708;474546985;
39598458;474691703;474690461;
39598458;474690461;474691694;
39598458;474691694;474691686;
39598589;474546948;1107381206;
39598589;1107381206;474694139;
39598589;474694139;1105911801;
39598605;474789325;474694632;
39598605;474694632;1107381193;
39598605;1107381193;474695395;
39598605;474695395;474694626;
39598629;474695389;3117018924;
39598629;3117018924;474695400;
39598629;474695400;1107381212;
39598629;1107381212;1216466401;
39598629;1216466401;474695427;
39598714;474697403;474697404;
39598714;474697404;1107381207;
39598714;1107381207;4457851565;
39598714;4457851565;474697405;
39609163;122452429;474802735;
39609163;474802735;2585545686;
39609163;2585545686;1216466398;
39609163;1216466398;474802741;
39609163;474802741;474802745;
39609163;474802745;4457851538;
39609163;4457851538;474802746;
39609163;474802746;4457851539;
39609163;4457851539;474802747;
39609163;474802747;4457851537;
39631697;474385800;475044410;
39633344;475073406;475073423;
39633344;475073423;2397188710;
39633344;2397188710;3148938215;
39633344;3148938215;3148938224;
39633589;474802735;1216466336;
39633790;475080479;1110673577;
39633790;1110673577;475081804;
39633790;475081804;475080487;
39633790;475080487;475080491;
39633790;475080491;474682657;
39633834;475081801;475081804;
39633884;474676240;475082788;
39633884;475082788;475082790;
39633884;475082790;475082792;
39633884;475082792;475082794;
39633884;475082794;475082796;
39633884;475082796;475082799;
39650114;474728398;1107381207;
39650114;1107381207;475328014;
39650114;475328014;475329138;
39650114;475329138;3117018924;
39650114;3117018924;474695395;
39650163;475328017;475328014;
39650208;475329138;475329142;
39653923;474677911;1788787713;
39653923;1788787713;475354599;
39653923;475354599;2397188723;
39653923;2397188723;475354371;
39653923;475354371;475354682;
39653923;475354682;475354369;
39653923;475354369;475353910;
39653956;475353910;475354600;
39653956;475354600;475354599;
39657990;475394841;4685392619;
39657990;4685392619;4685392620;
39657990;4685392620;128560274;
39657991;475394859;475392102;
39657991;475392102;5291538861;
39657991;5291538861;4488733059;
39657991;4488733059;5291538862;
39657991;5291538862;4488733058;
39657991;4488733058;5291538863;
39657991;5291538863;4488733060;
39657991;4488733060;5291538864;
39657991;5291538864;475394871;
39657991;475394871;5291538860;
39657991;5291538860;1422610108;
39657991;1422610108;4488733061;
39657991;4488733061;4685392622;
39657991;4685392622;475394841;
51228956;474385797;474385798;
51228956;474385798;474385800;
51228956;474385800;4703910365;
51228956;4703910365;474385801;
51228956;474385801;4703910364;
51228956;4703910364;4703910363;
51228956;4703910363;474385803;
51228956;474385803;4703910362;
51228956;4703910362;138209120;
105637466;343646831;4612063040;
105637466;4612063040;3157212422;
105637466;3157212422;475080479;
105637466;475080479;1143316554;
105637466;1143316554;475082796;
128133836;129953504;475360049;
128133836;475360049;5494270947;
128133836;5494270947;475360047;
128133836;475360047;4612031731;
128133836;4612031731;475360045;
128133836;475360045;4612031732;
128133836;4612031732;475360043;
128133836;475360043;475360041;
128133836;475360041;475360039;
128133836;475360039;1416641674;
128133836;1416641674;475049092;
128828529;1422610108;1422610110;
178413106;474682657;474683172;
206544631;2165604353;2165604357;
206544631;2165604357;3147563235;
206544631;3147563235;3103787337;
206544631;3103787337;2165604359;
210670988;137994583;5291538858;
210670988;5291538858;5291538857;
210670988;5291538857;5291538856;
210670988;5291538856;5291538850;
210670988;5291538850;5291538839;
210670988;5291538839;475394859;
210670990;128560274;5291538824;
210670990;5291538824;5291538825;
210670990;5291538825;128560275;
228569801;129548930;5291598308;
228569801;5291598308;3897692232;
228569801;3897692232;349907698;
228569801;349907698;137994583;
231325189;2397188712;3140319385;
231325191;475354599;5284452312;
231325191;5284452312;2397188726;
231325191;2397188726;2397188718;
231325191;2397188718;2397188719;
231325191;2397188719;5284452310;
252525262;2585545679;4685339984;
252525262;4685339984;4685339985;
252525262;4685339985;4685339986;
252525262;4685339986;129548931;
252525262;129548931;5291598307;
252525262;5291598307;2585545688;
252525262;2585545688;122452425;
305708885;3103787350;3103770912;
306780233;474549120;4703910312;
306780233;4703910312;474549115;
306780233;474549115;4703910311;
306780233;4703910311;4703910310;
306780233;4703910310;474549111;
306780233;474549111;474549109;
306780233;474549109;474549107;
306780233;474549107;4749945331;
306780233;4749945331;474549103;
306780233;474549103;4749945330;
306780233;4749945330;3140393452;
306780233;3140393452;474549101;
306780233;474549101;4749945329;
306780233;4749945329;3652922413;
306780234;474546975;474546977;
306780234;474546977;474546980;
306780234;474546980;5284395791;
306780234;5284395791;474546983;
306780234;474546983;474546985;
306780234;474546985;474546987;
306780234;474546987;126617427;
306780234;126617427;474546948;
306780458;137992807;137993129;
306780458;137993129;129548930;
306780458;129548930;4505230740;
306780458;4505230740;137993249;
307088020;3121467180;3121467182;
307088020;3121467182;3121467183;
307088020;3121467183;3121467181;
307090815;1293997462;343646840;
307090815;343646840;1216789882;
